member,field_path,dtype,shape,size,missing_or_nonfinite,numeric_min,numeric_max,candidate_role
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Current(A),float64,314439,314439,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Capacity(Ah),float64,314439,314439,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Voltage(V),float64,314439,314439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Energy(Wh),float64,314439,314439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Temperature(℃),float64,314439,314439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Date_Time,datetime64[ns],314439,314439,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Cycle_Index,int64,314439,314439,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Data_Point,int64,267948,267948,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Test_Time(s),object,267948,267948,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Current(A),float64,267948,267948,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Capacity(Ah),float64,267948,267948,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Voltage(V),float64,267948,267948,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Energy(Wh),float64,267948,267948,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Temperature(℃),float64,267948,267948,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Date_Time,datetime64[ns],267948,267948,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_cycles210121_001_2.xlsx,记录表.Cycle_Index,int64,267948,267948,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Data_Point,int64,320764,320764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Test_Time(s),object,320764,320764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Current(A),float64,320764,320764,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Capacity(Ah),float64,320764,320764,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Voltage(V),float64,320764,320764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Energy(Wh),float64,320764,320764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Temperature(℃),float64,320764,320764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Date_Time,datetime64[ns],320764,320764,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#5/LR1865SZ_first20cycle210117_001_2.xlsx,记录表.Cycle_Index,int64,320764,320764,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Data_Point,int64,249469,249469,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Test_Time(s),object,249469,249469,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Current(A),float64,249469,249469,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Capacity(Ah),float64,249469,249469,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Voltage(V),float64,249469,249469,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Energy(Wh),float64,249469,249469,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Temperature(℃),float64,249469,249469,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Date_Time,datetime64[ns],249469,249469,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_cycles210102_003_6.xlsx,记录表.Cycle_Index,int64,249469,249469,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Data_Point,int64,312900,312900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Test_Time(s),object,312900,312900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Current(A),float64,312900,312900,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Capacity(Ah),float64,312900,312900,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Voltage(V),float64,312900,312900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Energy(Wh),float64,312900,312900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Temperature(℃),float64,312900,312900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Date_Time,datetime64[ns],312900,312900,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#50/LR1865SZ_first20cycle201229_003_6.xlsx,记录表.Cycle_Index,int64,312900,312900,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Data_Point,int64,198695,198695,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Test_Time(s),object,198695,198695,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Current(A),float64,198695,198695,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Capacity(Ah),float64,198695,198695,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Voltage(V),float64,198695,198695,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Energy(Wh),float64,198695,198695,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Temperature(℃),float64,198695,198695,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Date_Time,datetime64[ns],198695,198695,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_cycles210115_003_6.xlsx,记录表.Cycle_Index,int64,198695,198695,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Data_Point,float64,312683,312683,22222,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Test_Time(s),object,312683,312683,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Current(A),float64,312683,312683,22222,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Capacity(Ah),float64,312683,312683,22222,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Voltage(V),float64,312683,312683,22222,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Energy(Wh),float64,312683,312683,22222,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Temperature(℃),float64,312683,312683,22222,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Date_Time,datetime64[ns],312683,312683,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#51/LR1865SZ_first20cycle210111_003_6.xlsx,记录表.Cycle_Index,float64,312683,312683,22222,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Data_Point,int64,253924,253924,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Test_Time(s),object,253924,253924,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Current(A),float64,253924,253924,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Capacity(Ah),float64,253924,253924,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Voltage(V),float64,253924,253924,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Energy(Wh),float64,253924,253924,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Temperature(℃),float64,253924,253924,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Date_Time,datetime64[ns],253924,253924,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_cycles210103_003_7.xlsx,记录表.Cycle_Index,int64,253924,253924,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Data_Point,int64,321134,321134,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Test_Time(s),object,321134,321134,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Current(A),float64,321134,321134,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Capacity(Ah),float64,321134,321134,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Voltage(V),float64,321134,321134,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Energy(Wh),float64,321134,321134,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Temperature(℃),float64,321134,321134,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Date_Time,datetime64[ns],321134,321134,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#54/LR1865SZ_first20cycle201230_003_7.xlsx,记录表.Cycle_Index,int64,321134,321134,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Data_Point,int64,237912,237912,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Test_Time(s),object,237912,237912,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Current(A),float64,237912,237912,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Capacity(Ah),float64,237912,237912,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Voltage(V),float64,237912,237912,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Energy(Wh),float64,237912,237912,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Temperature(℃),float64,237912,237912,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Date_Time,datetime64[ns],237912,237912,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_cycles210115_003_7.xlsx,记录表.Cycle_Index,int64,237912,237912,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Data_Point,int64,314759,314759,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Test_Time(s),object,314759,314759,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Current(A),float64,314759,314759,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Capacity(Ah),float64,314759,314759,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Voltage(V),float64,314759,314759,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Energy(Wh),float64,314759,314759,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Temperature(℃),float64,314759,314759,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Date_Time,datetime64[ns],314759,314759,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#55/LR1865SZ_first20cycle210111_003_7.xlsx,记录表.Cycle_Index,int64,314759,314759,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Data_Point,int64,232926,232926,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Test_Time(s),object,232926,232926,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Current(A),float64,232926,232926,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Capacity(Ah),float64,232926,232926,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Voltage(V),float64,232926,232926,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Energy(Wh),float64,232926,232926,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Temperature(℃),float64,232926,232926,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Date_Time,datetime64[ns],232926,232926,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_cycles210115_003_8.xlsx,记录表.Cycle_Index,int64,232926,232926,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Data_Point,int64,312422,312422,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Test_Time(s),object,312422,312422,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Current(A),float64,312422,312422,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Capacity(Ah),float64,312422,312422,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Voltage(V),float64,312422,312422,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Energy(Wh),float64,312422,312422,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Temperature(℃),float64,312422,312422,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Date_Time,datetime64[ns],312422,312422,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#56/LR1865SZ_first20cycle210111_003_8.xlsx,记录表.Cycle_Index,int64,312422,312422,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Data_Point,int64,289847,289847,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Test_Time(s),object,289847,289847,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Current(A),float64,289847,289847,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Capacity(Ah),float64,289847,289847,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Voltage(V),float64,289847,289847,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Energy(Wh),float64,289847,289847,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Temperature(℃),float64,289847,289847,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Date_Time,datetime64[ns],289847,289847,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_cycles210102_003_8.xlsx,记录表.Cycle_Index,int64,289847,289847,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Data_Point,int64,311593,311593,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Test_Time(s),object,311593,311593,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Current(A),float64,311593,311593,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Capacity(Ah),float64,311593,311593,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Voltage(V),float64,311593,311593,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Energy(Wh),float64,311593,311593,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Temperature(℃),float64,311593,311593,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Date_Time,datetime64[ns],311593,311593,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#59/LR1865SZ_first20cycle201229_003_8.xlsx,记录表.Cycle_Index,int64,311593,311593,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Data_Point,int64,196602,196602,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Test_Time(s),object,196602,196602,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Current(A),float64,196602,196602,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Capacity(Ah),float64,196602,196602,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Voltage(V),float64,196602,196602,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Energy(Wh),float64,196602,196602,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Temperature(℃),float64,196602,196602,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#60/LR1865SZ_cycles210122_001_5.xlsx,记录表.Date_Time,datetime64[ns],196602,196602,,,,other
